,discharge,well_irrigated_small,well_irrigated_large,reservoir_storage,n_farmers_sugarcane_MAHARASHTRA,n_farmers_irrigation_MAHARASHTRA,profit_MAHARASHTRA,profit_small,profit_large,groundwater_irrigation_MAHARASHTRA,total_irrigation_MAHARASHTRA,groundwater_depth_MAHARASHTRA
2011,24.652501260273972,0.14191735326052246,0.40716612377850164,380538546.3866918,18.0,0.549083477039024,11.300595933322265,236.31701475378426,1741.1074918566776,86653.1875,92844.9765625,546.2127075195312
2012,15.176840710382512,0.17525707351344447,0.48265951331672735,378432034.55857205,6.0,0.6579165868301718,14.690770868902344,322.2546464840008,2241.372932234783,91630.9140625,96919.3671875,518.1333618164062
2013,20.11925298630137,0.2821741074279875,0.6139107108641502,378632399.85289973,0.0,0.8960848182921377,15.718471031969727,352.1703072108322,2398.312064891103,81798.34375,84758.984375,459.71923828125
2014,19.25251903846154,0.2940537778629367,0.6384364820846905,375792256.55412537,0.0,0.9324902599476272,13.549177327007813,294.14319473717825,2076.7473973302676,111700.84375,115941.890625,450.53424072265625
